X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
-0.2323	-1.9687	1.2919	-1.3740	0.7491	-1.5444	5.5431	0.2807	-0.5219	1.4128	0.1220	2.4753	0.3831	-1.7923	-2.5886	11.3650	-0.0766	-3.6045	-17.7851	-4.2661
-1.7473	-0.9197	2.2639	0.2481	-3.3914	1.5768	3.1537	4.1018	0.0548	-5.3383	2.6962	5.3455	1.6023	-6.7518	7.8046	6.0965	2.4555	13.3526	-9.0717	-3.7466
1.0607	-2.0872	0.1568	-0.2732	0.8220	-0.0078	-4.2157	-0.1770	-2.0169	1.1403	0.9793	1.3283	0.7535	-0.7681	-0.1374	-4.5490	-5.7538	1.3925	6.5969	-2.0848
0.8802	2.6114	0.1665	0.1997	-2.2034	-0.1923	3.8398	1.4784	-1.6206	-8.3756	-2.3445	-5.0178	0.9352	0.5804	16.4497	7.1545	8.0103	17.5310	-10.9473	-0.3630
-0.6229	-0.0832	-2.2710	0.6646	-1.9361	1.3848	-4.8194	-3.8222	-2.3913	-1.4023	-0.6606	1.9704	1.1054	-8.1018	5.7858	-4.6713	-6.4620	5.6675	8.6295	4.2929
-1.1761	0.8950	-2.3265	0.0123	2.4956	2.6049	-4.1558	0.2728	1.0989	0.7933	-2.2551	1.0545	-0.5706	-0.0467	-6.3330	-1.1095	-6.8430	-12.0220	1.9052	3.2439
-3.7092	-0.6413	0.6308	-0.6264	2.7960	7.1181	-6.2221	-1.5772	0.5424	5.7477	2.1801	4.5966	2.1374	-0.8973	-12.0777	-9.4510	-4.0783	-18.0222	15.0465	7.7456
1.8673	0.9446	-0.0820	-2.0091	5.9812	-1.4281	0.0368	-4.1839	0.4088	7.3564	-2.8268	-0.3853	2.5044	2.5678	-21.5060	4.9506	-6.8404	-30.2279	-8.8132	1.7328
-0.0248	-1.2016	-1.2901	-1.4701	1.9295	-0.1258	-1.8895	-3.2592	-0.3603	5.7049	-3.5034	1.9638	0.4192	-2.2890	-10.4142	4.8177	-6.9519	-17.3052	-7.8678	1.5645
1.6004	0.6226	0.7818	-1.3839	0.6168	-0.5119	-1.2978	2.2278	-2.8215	1.2931	2.5296	-2.5399	3.4751	6.3183	0.6376	-3.4463	6.0529	2.3672	5.8532	-5.0748
-1.9925	-2.7382	0.0163	-0.0121	-0.3625	0.0197	0.9783	-0.2904	1.2768	2.6864	2.9720	6.2600	0.9846	-7.6010	-5.0958	1.9732	-2.3144	-3.8941	-3.8499	-1.9447
0.4308	0.9571	2.4228	-0.1004	1.9699	1.9161	3.7687	1.3526	0.0162	2.2530	2.0579	-1.7480	-1.1950	7.0402	-4.8072	3.0738	8.3906	-2.6898	-5.2153	1.7071
2.9576	2.3563	-0.0870	-1.2308	1.5215	-2.4826	2.0560	-1.2621	-1.7340	-0.3112	-1.0768	-6.1634	1.1723	3.2419	-2.1807	-0.4779	2.2503	-5.6058	1.8404	0.2885
1.6896	0.2269	-1.2116	1.0517	-0.2010	-0.0090	-0.7351	-0.1060	-1.3851	-0.8681	-0.1648	-2.1895	1.4651	2.8474	4.0189	-4.0386	4.7277	3.7229	5.9614	3.6473
-0.9454	-1.6644	-3.2782	-1.1315	1.5535	-0.4784	-4.4128	-3.1286	1.5154	4.3383	-3.9847	2.6086	2.3479	-3.7152	-11.1399	1.4779	-14.8539	-18.1774	-1.5949	1.2619
-0.3858	-1.8687	-4.7334	-0.3430	0.0484	-2.3892	-1.7136	-6.6526	0.5327	3.8748	-5.9164	5.1095	2.3518	-8.1024	-6.6089	6.1351	-15.3514	-15.8611	-8.1195	1.9668
-2.7393	-0.9251	2.3267	-1.9036	1.6579	4.5835	-3.4731	0.4471	-0.8985	4.3049	0.5452	5.3597	-1.7042	-4.1245	-4.3505	-5.6604	-6.5408	-6.0179	8.9091	1.2663
2.6766	0.1118	0.5913	-1.8486	4.5386	-6.8074	11.7518	1.0414	-1.0704	8.3692	-2.0208	-5.5144	1.1673	13.3523	-20.2602	18.0628	7.7783	-27.9307	-25.5066	-9.0464
0.2302	0.8554	0.8833	-0.2865	-0.2587	-1.1122	5.5051	0.7890	1.1179	-2.8822	1.4541	-1.4434	-1.6173	2.9023	3.9893	4.5710	6.5873	5.2763	-8.6286	-3.7585
-2.3899	1.0580	1.1445	-1.5994	-0.3932	3.8228	-1.6015	-2.6986	1.3386	-4.7325	-0.4234	2.6638	0.0710	-9.1042	6.1161	-5.9679	-5.8820	7.8111	9.8047	5.0008
0.0743	-2.5457	1.1073	-1.5207	-1.7455	-1.9301	3.1117	4.8351	2.6284	0.1590	-0.2015	3.8743	-1.7882	-1.9966	0.9273	9.5774	-2.0621	0.8144	-14.5111	-11.1505
0.2852	-1.4716	-0.5921	0.9530	0.1384	-0.2439	2.0749	1.4684	0.1074	2.1700	1.2069	0.5519	0.0504	3.5813	-4.3464	3.3637	4.5684	-4.4591	-4.9035	0.8707
-1.4579	2.5027	0.2085	-1.3418	-0.1942	5.6242	-9.3078	0.4288	0.2824	-3.2937	-1.7018	-0.1921	-0.5283	-0.5739	4.1202	-13.0291	-1.1276	5.3400	18.8091	7.9107
-1.1844	-0.9131	-1.0442	-0.3949	-0.2449	1.1397	-7.0081	-4.2254	1.6675	0.6321	-1.9140	3.5372	-1.7041	-7.5306	2.3666	-5.9855	-11.7862	3.1049	8.4476	4.1554
-0.2571	-0.3030	-1.5281	-0.6630	0.6059	-0.3651	-3.0006	-1.4270	1.4292	-0.5411	-0.3801	-1.3548	1.2095	1.6890	-2.9945	-8.4507	-1.3851	-4.4742	11.3947	-4.0616
-0.0955	1.9983	1.2266	-1.4000	3.3117	2.2199	-2.2219	2.6172	2.5650	2.7734	-0.8927	-2.5639	0.0538	9.6010	-6.2251	0.2810	0.9673	-9.9110	-1.8316	0.3949
2.3311	-2.9459	2.6563	-1.4148	0.2881	-6.7934	10.2866	4.5527	2.1043	4.7682	0.5973	1.6891	-1.6908	0.7967	-7.0575	19.6849	2.9123	-9.1423	-29.4047	-18.3592
1.1736	-1.1069	-0.3994	0.8257	-1.3818	-1.9745	2.9573	-0.9078	1.4404	-1.1369	-1.5491	-0.2107	-0.7831	0.2778	2.7889	2.4502	0.5143	3.1312	-3.4947	4.7320
-1.5972	-0.9994	0.5901	-2.2912	2.7172	2.5850	-4.4464	0.1422	0.2285	6.3131	0.1929	4.8367	-1.3863	-0.3283	-10.6698	-0.3753	-5.2782	-14.9143	0.8886	-1.8149
1.2497	-1.6106	1.0479	0.5098	0.6987	-3.1868	7.8848	-0.3660	1.1622	1.8960	-3.1258	1.6443	1.5526	-1.1281	-5.3676	15.2974	0.4068	-10.3088	-21.2077	-4.2870
