X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70
0.1030	-1.3502	2.9276	-2.8148	1.6321	-1.6695	-0.3444	2.2119	-0.4753	0.6440	-1.6896	-0.2800	-3.4957	1.0852	-5.5802	-3.8129	6.9451	9.2474	1.2753	1.4844	-2.5103	1.6489	2.4673	1.8085	3.6117	0.2754	-1.7186	1.0768	1.0331	-4.4974	-0.5302	0.5370	-4.0931	2.0654	5.3966	2.7417	-4.9083	-0.7895	1.0497	3.1259	-1.0332	4.2937	-4.0858	-7.2850	-0.4720	-6.1308	-4.3252	-0.0422	-8.5942	3.6910	-2.3376	-6.4377	0.0601	0.3445	0.5239	-6.5730	0.3621	-4.0255	0.3631	3.2486	3.3652	-1.2437	-13.9028	3.7382	-10.2133	0.6282	2.9913	-5.1918	-7.9126	2.4584
-0.5611	-1.0139	-1.6998	-1.1353	1.2048	-0.1472	-0.1590	-3.4768	-0.7331	-1.1035	0.5519	0.0941	5.7772	0.7530	3.5814	4.1029	-7.6183	-8.3102	-0.5055	-0.2714	0.8143	0.6606	0.2909	-2.6672	0.4728	-0.9287	-0.3894	0.6563	0.6297	-1.1140	-1.6468	-2.7398	-2.9110	-0.2577	-1.3457	2.1423	5.5470	4.1789	0.2056	4.9171	-0.8251	5.5064	5.9961	8.5765	-0.5337	4.7155	6.3123	-2.3819	7.2362	-2.8932	0.6291	3.7393	0.9650	-1.4386	6.6169	0.8828	10.5543	2.7368	1.5756	2.3811	-1.9799	-3.4757	13.8945	-7.4602	12.5294	1.9272	5.1780	7.4880	3.5531	0.4035
2.1564	0.1706	-0.9362	-0.6029	-0.7738	2.6128	1.6591	2.4763	1.4411	-1.2702	-1.3268	0.0755	-0.7396	-0.4900	-1.9521	-0.3426	-0.8985	-2.4994	-1.5142	-1.0253	-3.7257	-7.1702	-0.6541	0.9999	4.7981	1.2884	4.3199	-3.5358	-3.3170	0.6964	-2.0814	-3.6821	2.2501	1.6811	4.8304	1.8520	0.9109	2.5159	0.6560	2.2569	1.2346	3.8746	2.3985	1.8439	2.8688	4.8715	2.5656	1.6250	3.8522	-1.7219	-0.1732	1.1173	-3.9464	4.6858	-0.8020	3.2737	4.6189	1.9927	-1.0606	-6.9564	-0.7261	1.4399	-5.7589	-2.4626	1.0656	2.2028	-1.5614	9.8390	7.5531	0.8064
0.9251	-2.7921	-1.9906	0.2185	-0.5839	1.5613	0.4934	4.4632	-0.1265	-3.0321	1.7005	-0.5897	-6.4358	-0.3758	-6.4995	-4.3776	3.2874	4.7704	-0.7818	-0.9443	-2.4906	2.8830	-0.9365	2.6074	0.9218	3.5790	-1.6559	3.5827	-0.1320	2.5891	-1.0400	-0.5376	0.0543	-1.3650	6.6417	2.3106	-3.2742	4.0771	-2.0074	1.4645	-0.6048	0.4308	-4.1089	-3.7277	5.4397	2.0180	-5.5211	2.2884	-1.3304	-0.4512	0.2362	4.3434	-0.0645	0.2361	-2.7835	1.5739	6.7932	-2.9072	0.7047	2.7498	-0.4801	7.3243	-5.6027	-1.5008	-11.1824	0.3043	-5.0308	0.5322	-0.2995	0.3280
2.5766	-1.3779	-1.5795	-2.8867	-0.1582	0.6048	-2.9398	1.5694	1.5618	0.9637	0.1553	-0.4579	-2.3253	2.0082	-3.3606	-3.3983	5.4873	7.0511	-0.8502	-1.5978	-3.3286	-2.5390	0.9008	0.3967	5.2424	2.3843	-1.2415	2.1871	4.2735	-0.8043	-3.3216	-5.3236	-2.6554	4.2742	6.1281	-1.5943	-4.4384	3.6092	-3.2541	4.0095	1.1360	3.7578	0.9871	-5.0413	4.8332	-1.7559	-2.4527	3.2711	-4.0147	-0.8841	4.9030	1.4984	0.4247	-0.5078	2.4136	1.3450	9.3991	-0.5140	0.1446	-1.8982	-0.7751	8.5809	0.1249	-7.9442	-15.9705	0.6246	-12.3677	14.7472	6.0561	4.1267
1.4144	-0.1916	1.4306	-0.2860	1.7749	0.5593	0.3943	0.4408	0.3944	1.7706	0.7299	1.5519	-1.7686	-0.3037	0.1423	0.4589	4.6181	3.8969	2.2821	-2.6512	2.5694	5.2969	1.6943	1.8798	-3.7602	0.4567	-0.4153	1.8225	-2.5406	-2.9475	3.2852	2.9647	-2.5485	0.3890	-4.8421	5.4742	-0.4158	-1.8855	0.9756	0.4688	0.2008	0.2623	-0.7566	-0.7503	0.5736	-3.6575	0.5081	-1.0068	-2.7612	2.0380	1.3694	-1.5950	2.4363	-2.3383	-2.1424	-1.2265	-0.5681	-0.5941	-0.4556	-0.7209	-2.5644	1.4740	2.4836	7.3924	-4.4814	0.5067	0.2831	-1.9349	-4.1658	0.2814
0.1329	1.1416	-1.5502	0.3512	-0.9808	1.0044	-1.6058	0.1331	1.3502	0.8056	-1.8502	-1.1298	-0.1544	-0.8229	1.8640	1.0012	-2.5976	-4.4183	-2.4460	0.6196	2.7949	-6.0880	-1.1386	1.5094	-3.4218	-1.4527	3.1620	-1.6705	-0.6795	1.0156	2.7054	4.0407	1.1787	-2.5953	-6.1636	-2.9545	1.7431	-0.0119	-2.2163	-0.0461	-1.2225	0.9301	-1.0143	2.5360	4.7016	0.5406	-1.3913	-1.7588	4.3632	-2.3456	0.6174	5.0202	-0.5785	-0.1452	-3.3084	1.1848	3.2324	2.7968	0.0753	2.8008	1.4615	1.6405	3.3589	-10.4716	7.0243	3.0873	-0.2480	5.3642	7.0301	-4.7896
-1.1275	0.3164	0.6258	-1.3618	0.4209	0.8533	-0.9849	-2.7149	2.2221	-1.0296	2.3284	0.0423	0.7283	-1.5207	0.2022	0.6151	-3.6625	-4.6549	1.0746	0.7766	-2.2725	3.8773	-0.4866	-1.7562	0.5112	-1.5168	1.1878	-2.8521	1.3663	-0.7214	-2.5887	-3.3362	-2.6894	1.7747	3.6613	0.9104	-0.1396	-1.6136	-1.7456	-0.1086	0.5562	-1.0013	1.9656	0.7008	0.9066	2.5279	4.7035	-0.8639	4.9151	-1.2570	-2.1953	5.6104	-0.1188	4.1632	6.5544	2.0931	2.4065	3.3259	-0.9175	-0.1375	1.3617	4.2764	-4.0414	-1.4760	-1.7411	1.7884	1.0715	7.7625	-3.1620	1.6198
-0.4577	-0.4970	1.9991	-0.4637	-0.7265	-1.4881	-0.4348	4.0257	-0.5832	1.9940	-0.1204	0.1797	-6.6278	0.1838	-6.0105	-4.0122	9.5058	11.4917	0.6878	1.1439	-0.7261	1.4689	-0.3665	-1.2375	1.1013	0.2457	-5.5518	7.0924	-0.3535	-0.6013	-1.4513	-2.9275	2.7547	-3.6361	5.2198	-2.4382	-6.1184	3.1525	-0.8508	-0.4774	-0.8307	0.8847	-12.1797	-8.1755	-2.7412	-7.2003	-12.0903	-1.0446	-9.8094	5.0373	0.2031	-4.4376	4.4255	-5.0984	4.9524	-3.0610	-2.1863	-1.3068	0.5457	4.0695	-0.1714	-1.7308	-5.3529	0.6670	-11.1997	-1.2400	-5.9503	-14.6574	-4.2475	-5.9580
0.6120	-1.7853	0.4218	0.9355	-0.1546	-0.7783	0.1243	1.6365	0.6069	-0.1713	-1.4136	-0.8449	0.1807	-0.4724	0.5148	2.0384	0.8209	-2.7511	-1.4177	1.0133	1.8846	-3.8259	-0.0269	-0.6464	-0.9244	0.2393	0.7514	-2.0822	0.6508	-1.0543	2.3656	3.9649	-4.4238	1.9911	-2.7751	-1.5575	1.4193	5.4615	0.1333	-2.9082	0.8788	-0.8135	5.3077	1.6311	-1.7880	2.6635	2.3589	0.4328	2.5412	-2.2088	2.8574	0.2261	-2.3125	1.1176	-4.7805	0.2374	0.3781	0.4648	-0.7658	-1.0534	-0.4255	-4.1406	9.1325	0.2423	9.4635	-5.1491	0.4502	9.6687	3.0671	6.2390
