X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
-1.8013	1.5524	1.3766	1.4366	-5.2149	-1.6647	-2.6661	-0.1710	-3.2445	-0.8178	-0.3765	-0.5728	2.0662	-0.3373	-0.3747	0.0568	0.4220	2.9201	10.7435	1.8302
-2.0572	2.9113	-0.1162	-1.7522	-0.4080	2.7472	2.7839	-0.0917	3.4956	1.3884	2.4357	-1.2192	5.9140	-1.9462	-0.7613	3.7195	0.8356	-7.2477	-2.3339	1.6867
-1.8126	0.8848	1.8619	2.0186	4.1240	-1.6130	4.1515	-1.8176	-2.8118	-2.2757	-0.6996	1.0651	-1.5896	-0.1304	-0.9194	4.3471	2.8936	2.1420	-5.4164	1.9623
-1.3231	-0.6131	-1.4212	-2.7427	-1.9999	3.6568	-3.3578	-4.3792	3.2072	1.2519	-0.3359	0.0040	2.8401	-7.1783	-0.1112	5.6611	-0.5623	-3.0206	3.2907	-1.4554
-4.0900	-1.3353	7.7490	-0.7918	1.1140	0.9231	-0.7608	-7.4076	1.4676	-1.8121	3.8499	-0.6567	12.7499	-1.2110	-1.5325	17.7403	-3.3338	2.0638	7.9409	-1.4851
1.0352	2.5479	-0.6807	3.4074	-4.4856	-4.7884	-2.1388	1.5299	-4.6684	0.2700	0.1298	-2.4467	-0.7183	3.8259	-0.8015	-2.8288	-2.6866	5.8564	9.6919	2.3172
1.2776	0.0210	-2.5569	1.0022	5.1545	-2.1631	3.0749	3.5872	-1.5928	-0.0034	3.2615	-1.7207	0.1913	1.4640	1.6021	-8.1936	1.3404	4.2101	-8.6106	-1.9201
-0.3735	2.6558	1.2709	-0.8961	-2.8519	0.8365	-1.7793	-1.8115	1.0990	0.7784	0.0570	-1.6573	1.5644	-0.0562	1.1006	4.1090	1.0219	-2.4889	-1.1902	0.6859
1.1859	-0.9907	-2.1560	2.7887	0.3871	-5.2429	-0.2271	0.9514	-6.0135	-1.4873	1.0582	-0.1119	-0.5000	5.3989	1.2166	-6.9908	-1.7842	9.0167	5.1268	-0.4818
1.3979	-2.0459	-1.6856	2.2595	-0.8104	-3.0807	2.1027	3.9946	-3.3326	-1.6077	3.3740	5.1132	0.2542	3.2618	-2.1062	-10.0789	3.8182	7.4481	-0.9012	-1.4665
-1.5544	-1.1376	4.9075	-2.8382	1.2782	3.3577	1.8581	0.7791	2.6415	-0.2927	-0.3171	3.1208	-6.8435	-1.4653	-0.7981	5.8619	2.3882	-4.3044	-6.4328	-2.2819
2.7340	-0.3048	-6.7623	0.2015	1.6612	0.0391	2.6197	4.0449	-0.9386	-0.6604	-0.0618	-0.3553	-3.8526	-1.1401	4.0994	-14.2565	1.1519	0.2531	-6.8280	-0.3056
2.2449	0.7887	-3.6098	-0.8258	-1.0879	0.5860	-1.8478	2.2803	0.1854	2.9856	-0.7586	-0.7688	-4.2064	0.2421	-1.4277	-3.9803	2.4277	-3.9769	-6.6576	-1.3985
-2.5342	1.7442	1.0632	-0.8341	-0.8880	0.0339	-2.1536	-3.1051	0.1855	-0.9142	-0.3342	0.5765	0.1836	0.1246	0.6708	4.7191	-1.7005	-2.6134	5.5729	2.7692
-1.0931	-1.2066	0.3791	-3.5391	-1.9653	4.1818	-2.2629	-0.9406	5.5326	-1.6105	-1.8249	3.8337	-1.4344	-4.5211	1.2191	-2.8992	0.6770	-4.5367	-0.8487	-2.7102
2.1391	-1.2164	-5.4827	-0.9376	0.6724	-0.3498	2.5117	1.6121	0.5250	0.8450	-0.0215	1.6682	-2.0259	1.6510	-0.9409	-8.4873	0.8856	-1.3810	-4.5668	-1.5582
-1.4169	-1.0838	0.1708	1.2289	0.8435	-4.9028	-0.1764	-2.6310	-4.6854	-0.4658	-0.4978	2.9811	3.8832	3.4169	0.4739	3.2471	0.4866	7.9286	3.2989	-1.5241
1.9887	0.1626	-0.4483	0.1113	0.3027	-0.4829	1.7486	1.0692	-0.2055	-0.6586	-2.1508	-2.1369	-5.2892	1.7630	-4.1425	-3.6558	0.8522	1.0659	-5.6325	0.4193
0.4955	1.4543	-1.4629	-1.5921	-4.8423	2.6263	-5.7515	-1.6766	4.3667	0.7775	-0.7375	-3.0581	0.7591	-2.7601	0.7221	0.9507	-2.5039	-8.1806	4.3866	-0.5625
-2.1056	-0.3340	4.8744	-1.6440	-0.4790	1.9959	-0.3043	-5.3079	4.0303	-0.1878	1.7219	3.1155	8.8367	-1.0119	2.3487	12.6478	2.0350	-1.9029	-1.8977	-0.6297
1.0285	-0.2335	-3.0318	-2.6022	0.0636	1.6408	-0.4621	5.6103	2.2291	-0.3475	0.7145	4.2414	-5.6762	-1.3764	-2.9772	-13.0023	2.6903	-3.6673	-9.2246	-0.2637
0.3028	-0.8177	-3.0734	3.4601	2.2512	-4.1362	1.8236	1.8093	-4.9280	0.8333	-1.3544	6.1135	-1.6248	5.7460	1.3140	-5.6027	2.8244	6.8889	-2.7610	-2.2823
0.9535	-3.2630	-3.6718	-0.3000	5.9197	0.3002	3.9482	1.1040	0.3377	-3.2900	-1.5676	5.9143	-2.7362	-0.4252	-1.8002	-10.2654	1.8365	2.2533	-6.7501	-0.5349
-1.3771	-0.0357	-1.2836	-3.0947	-0.1595	3.0722	-0.9716	-3.1960	4.4260	-2.6423	-2.3161	0.2188	-0.3515	-4.4637	0.4559	-0.8146	1.2047	-7.0899	-5.1274	1.4092
1.0325	0.2371	-2.9369	0.2263	1.0947	-0.3138	0.2674	1.1811	-0.0274	1.5003	-1.6461	1.0704	-0.8637	0.3146	3.1375	-4.8866	0.5685	0.7716	-2.8674	-1.0549
1.3010	-2.5274	-2.1820	-0.6760	2.3287	-0.4848	0.9357	1.8999	0.8060	-2.1216	0.4384	4.1852	-1.4376	2.1405	-3.0922	-7.8446	1.4622	-2.4728	-3.7248	-1.3445
-2.2743	1.3516	2.4724	0.1371	-1.3505	0.8470	-2.1428	-4.2446	1.5429	1.1083	-0.4868	-1.3296	3.2041	0.5244	4.1322	11.2693	3.6214	-1.0185	-2.3862	1.9398
-1.0902	2.4206	0.2082	-0.9059	-3.3490	2.5380	-1.1165	-0.7012	4.9228	1.1902	2.4908	-5.5952	0.8533	-0.7554	-1.3348	2.7693	-1.3036	-10.0186	3.6213	1.9321
-2.5422	-1.0990	1.2385	0.0579	1.2171	1.0288	1.6536	-2.7579	2.4756	0.3213	0.2413	1.6431	4.0941	-3.6753	-0.9593	4.3329	-0.6661	-1.4426	3.0028	-1.8785
0.4676	0.7656	-0.6149	0.7553	-0.4606	-1.4515	-2.2075	-1.2611	-1.4757	-0.2319	-2.0419	-2.2751	-2.4404	3.5259	-2.3418	0.0001	-0.7186	0.4908	0.4173	1.3836
-1.4610	2.8578	-0.2085	2.9098	-2.0584	-4.3043	-0.3647	-0.9800	-4.1821	-1.5893	1.1259	-4.7144	6.9672	1.6771	-1.1492	-2.5801	-3.0502	3.1656	10.0654	1.3351
-4.7410	0.3139	7.5951	1.1588	-2.2242	-1.1654	-2.6494	-7.1077	-0.9512	0.5882	0.4425	-3.8403	7.4641	0.4735	-0.8249	17.2438	-1.9543	0.2560	13.3147	0.4769
-0.1196	-0.0443	-0.1283	0.9780	-1.7139	-1.8515	-4.2585	-3.2729	-1.7111	0.6720	-2.5971	-0.4416	0.8284	0.4038	-1.1883	4.8679	-0.4032	1.7829	4.7563	2.1978
-0.8214	-0.4240	1.8522	1.2842	-2.7560	-0.8091	-3.3526	-5.1971	-0.4606	1.6242	-2.4183	-0.9581	0.8305	1.3022	-0.4844	9.9109	-3.7237	3.1597	9.5325	0.3380
-1.9828	0.2942	-1.5358	0.0450	-1.7363	0.9454	-1.3918	-1.1886	2.4799	-0.6657	0.5059	0.9704	0.4427	-3.4349	-0.0761	-1.6332	4.1688	-5.5962	-1.6197	0.0559
-1.8827	-2.2953	3.0004	-2.3263	1.9767	3.6949	2.5928	-2.2984	2.1582	-2.1477	-1.0971	1.0231	1.8018	-2.7687	2.1926	1.4498	0.2613	3.1273	-1.4730	-2.4075
-2.3708	-3.1346	1.0717	-0.6642	0.9795	1.0831	2.1504	-0.1681	0.8068	1.0765	-0.1054	3.4133	-1.9107	-2.9915	-1.3095	3.4704	5.0901	1.2204	-0.6352	-2.8706
-0.8800	-0.9495	1.3341	-3.0244	1.1998	2.7550	1.9215	2.4949	2.7857	-1.3196	-0.4758	2.3309	-1.9702	-5.3487	1.8112	0.2056	1.7966	-4.6515	-5.3843	-0.7776
-2.5119	0.3026	1.5095	-1.0493	0.4356	2.9598	-0.0761	-0.8745	2.4683	-0.5921	-1.4028	-0.6286	2.8206	-4.2946	-1.7984	2.0505	-0.8069	-5.3344	2.1309	-1.0596
-1.8770	1.7397	4.4299	0.6414	-1.7114	-1.0291	-1.3092	-3.3718	-0.8883	-2.2378	-1.8597	-1.7054	1.8329	-1.0467	1.4381	6.7569	-1.6678	1.6633	5.3951	0.7552
-0.5309	-1.4508	0.5005	3.3708	2.4768	-2.5081	1.0122	1.2829	-2.5642	0.2469	0.3699	3.3964	1.1137	2.3670	3.8212	-0.5962	1.9897	6.2692	3.4775	-2.4588
1.4376	1.0353	0.4832	1.5918	-0.3387	-2.0885	-2.2786	-1.0552	-3.4429	1.9599	1.0250	1.1427	1.6348	1.9669	2.1256	3.3068	1.5557	-0.1311	-2.6396	-0.0852
-0.9053	-2.4264	-0.9066	1.3368	1.7209	-0.5980	2.8651	-0.6399	0.4095	1.5488	-1.1629	3.3537	-1.3072	1.6147	3.4984	2.8400	1.7203	2.4900	1.4362	-1.6693
0.6516	-0.8224	2.0313	-1.5182	1.2538	2.3327	1.5731	6.0183	2.3993	0.1546	-0.0923	2.1092	-6.7480	3.0830	2.2376	-4.7568	1.2000	1.0452	-5.8132	-0.3134
1.3767	-1.0823	0.0253	-1.7804	-0.3863	0.6587	-0.2283	3.6365	1.0276	-0.8781	-0.1330	1.4510	-6.8911	-0.2059	2.2745	-5.3778	1.1842	-0.3792	-4.4126	-0.2436
-1.9713	-2.6300	2.5012	-1.9179	4.1106	1.9688	3.7802	1.4665	0.5054	-2.9748	-0.9824	4.1469	-3.3780	-0.2320	1.7511	-4.6128	0.9529	2.4853	-1.8831	-1.7805
-0.9338	-2.4438	-1.9335	-1.4372	3.0706	2.6140	1.4414	-0.2301	3.6916	0.5968	-1.0303	3.2958	-1.5250	-3.1792	-2.9119	-1.0105	-0.0307	-3.4659	-1.6541	-1.8995
-1.8725	-1.2276	1.6700	2.0870	2.0280	-2.4582	5.7864	-1.2348	-0.8274	-0.7239	-1.9020	1.5521	-0.4111	4.0889	2.1244	3.9828	-0.1793	3.1200	4.8087	-2.1441
0.1070	-2.0946	-2.3421	-2.5902	7.1772	3.4806	3.3222	0.9662	1.7506	1.2507	-1.9164	4.2299	-1.7686	-2.3092	1.7728	-2.7661	4.0048	0.0004	-14.1375	-0.2849
1.9777	0.9651	-5.5357	0.5382	1.2676	0.0337	4.3049	3.8306	-0.7402	2.2086	-0.0111	-2.6578	-0.8594	-0.4023	1.5658	-8.0732	-1.1914	-1.7861	-5.3398	-1.9057
0.3397	1.2052	-1.8418	3.9863	3.5712	-5.6205	3.6795	1.2580	-5.8813	-1.6535	1.5319	-1.7365	-0.7533	6.8312	1.8983	-6.0785	-1.8779	9.9601	2.8407	1.9058
