X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50
0.4592	1.8283	-1.3109	1.3945	0.9980	-0.7487	1.0770	-0.3654	2.8549	-3.5927	0.4272	1.7990	0.5552	2.0477	-2.7792	3.1802	2.4339	2.8247	3.7949	3.4236	0.7252	2.0915	-0.6484	3.8817	-5.1178	-1.0896	-0.8610	-1.1542	-1.1217	-3.4840	2.0034	2.5081	1.7121	-0.9256	-0.6306	1.9407	-3.1036	2.2298	-3.5257	-5.3787	1.7887	-2.2368	-2.2475	-0.9267	9.2577	0.9730	0.1894	3.9506	-0.3301	-13.0479
0.3994	5.2643	-1.4629	0.0965	-1.8514	2.8842	1.7528	0.0057	-0.0589	1.8553	-2.1562	-0.5547	-0.9781	-1.8886	0.1282	1.3993	-0.2747	0.6008	-1.0077	0.3405	1.0982	-2.0494	-0.1017	-4.1712	-0.9152	-0.6755	0.7047	0.0962	-0.0014	1.7212	-0.6646	0.4741	0.6537	-0.3905	1.9939	-0.3512	-8.3494	-0.7058	1.1249	2.4960	2.6948	1.0509	-9.7069	-2.5447	1.9301	2.5418	1.1493	1.3398	2.3707	1.4449
2.2333	1.6124	0.4894	0.8944	-0.5245	1.4316	-3.7045	0.6872	0.0864	3.3295	3.8276	1.1322	2.0979	-0.5955	0.4596	1.7215	10.5943	-0.5668	0.2454	0.8287	0.0228	-3.7511	-0.5737	3.5840	-2.5246	1.3493	0.1206	2.8283	3.5580	3.2005	-0.2690	-0.4935	-2.8009	-3.3058	1.8909	2.5371	0.6583	3.0942	-0.5450	-6.1380	5.0550	-2.6009	-7.0085	1.8694	4.3728	0.0758	0.7078	-1.6174	1.5599	-3.8047
-3.1280	0.2308	3.0019	-1.1273	-0.6674	1.1652	-3.7128	0.3253	1.8373	1.8113	-6.0596	-0.5230	-1.7692	1.3854	-0.6086	1.3688	-6.3281	-5.8676	0.7013	1.1871	-1.1093	-2.2499	-0.1437	-4.0492	-1.7862	1.2870	0.2327	3.9672	-5.0483	5.8846	-0.9354	0.0785	-2.1011	1.3441	2.1017	-0.9446	-5.6478	-3.4062	-0.7089	3.3479	-0.6427	-1.1843	-9.8175	-1.1880	-3.6441	-1.3909	4.5752	1.3738	-0.6070	4.6220
-1.6612	-2.3426	-0.4765	0.6027	-1.3565	-1.2490	-1.3896	-0.3042	-0.3538	2.4233	0.6455	0.0447	-0.0707	-1.6795	-1.2847	-2.3176	-4.3656	-0.5992	0.7263	-0.2012	-1.3543	-1.0619	2.3707	0.2019	4.3747	-2.2519	-1.3432	0.3885	1.6393	1.5535	-0.8019	0.4876	1.1379	-0.5260	-1.3073	-0.2778	3.6435	1.2670	-1.1105	0.5344	1.0136	3.2406	8.3359	-0.8422	-2.6130	2.7548	2.0748	-0.8275	-1.9645	12.3687
0.2268	-0.7524	2.3131	-2.7621	2.0068	-1.1424	-2.1853	-0.0270	-1.1044	1.2967	-6.4496	0.6179	1.2205	-1.7184	0.7080	-1.0520	-7.8993	-1.3932	-0.6122	-0.7418	-2.3018	-1.8273	0.3972	-8.1451	0.0203	-1.0529	1.3698	-2.4581	3.8102	-2.9739	-1.6806	-3.0865	0.4891	-1.4390	-0.4924	0.4756	-6.1875	-4.9523	-3.1825	8.4892	4.3276	-3.7840	-8.9480	1.8730	-5.5477	1.8769	2.2815	-0.5741	-0.8451	6.4153
0.2156	-2.0421	-3.7584	-1.7367	1.2254	-1.0569	-1.5262	0.8339	0.4286	-0.9992	-1.4580	0.3099	-1.4813	-1.8753	-0.8409	-5.6535	-10.1134	5.6436	0.3305	-1.0896	-2.3095	0.4132	4.0867	-1.8290	8.7437	-0.5824	1.7893	-6.3486	-3.6018	-7.6599	-0.9015	-0.2859	-0.2931	-1.1935	-1.1278	-1.2117	2.2517	-0.5116	-1.1579	5.1300	-1.4947	0.2425	4.5428	-1.6377	-4.3717	-3.7276	-1.6823	1.4284	0.8668	6.0496
0.2140	1.9746	-1.9232	0.0555	0.0476	1.8802	0.9812	1.6342	1.2661	0.7769	0.4538	1.4159	-0.8322	1.7694	0.8207	3.9974	8.0669	3.4305	2.2121	-0.2268	-0.1714	-1.1122	-2.8348	2.2730	-5.3613	0.8964	2.2059	1.0071	-3.2219	2.4167	0.8477	-4.5899	1.4037	-2.2059	-3.5991	-0.2816	-2.6000	1.1428	1.8264	-3.7140	-2.5174	2.6403	1.6592	0.5730	9.3367	-4.3753	-3.4283	0.3111	-0.3050	-4.7715
-1.5422	-4.1621	-1.8820	-0.0683	0.8398	-3.3481	-1.0899	0.2334	1.0551	-0.7519	-0.4243	-1.4445	-2.2107	1.8630	0.8033	-7.2361	-10.2149	2.3682	1.2291	1.4318	0.9963	0.3053	5.1465	1.0683	8.0579	-1.5532	1.1972	-3.8252	-0.5968	-4.3888	0.3524	0.7586	0.7768	1.2177	-0.2798	-0.9333	3.4508	2.6787	-5.0195	1.5075	1.1080	-2.1258	6.0246	1.7328	-3.7495	-1.2431	-2.7338	2.5364	-0.7684	1.8359
2.6153	-0.0399	0.3277	1.3730	1.3015	-0.9821	0.6546	-0.5499	-3.3017	1.7969	4.6195	-0.6359	-0.2733	-0.6503	3.3818	-1.6977	3.6038	-0.3081	2.8658	-1.0334	-1.5981	-0.3008	1.1149	4.1071	3.3647	0.3321	-1.7541	-3.5073	-1.9708	-5.0459	0.2420	0.4023	0.2827	-0.8312	-1.0755	2.0482	4.1273	-0.1940	0.2738	-5.4107	0.0013	-4.2600	3.0159	-1.0594	-2.5751	-0.6723	-4.2305	1.2065	-0.4265	-4.1270
