X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50
-2.1450	-1.0911	0.2553	-1.4357	0.3007	0.3519	0.2492	1.0873	-1.7257	-2.0634	1.3087	-1.0859	-3.7254	0.6474	-0.1725	0.7222	-0.1476	-0.4585	-1.4496	1.6044	-0.0370	0.4519	2.4292	0.7367	-2.7318	2.0045	-1.9052	4.4386	1.8004	-0.8267	-0.9830	-4.2454	0.2030	-2.1377	-7.0905	-2.0226	5.2609	-1.7481	-2.2653	-6.0808	4.4428	-14.0310	5.2235	3.6913	8.0749	6.5158	-7.0508	-1.1083	5.4680	14.6803
1.8288	0.6311	1.2804	0.0471	3.4599	-0.3787	0.3234	0.3206	1.6484	1.2533	0.3218	1.0814	2.5994	0.6429	0.0051	-2.7299	-0.6082	-7.1714	-1.7191	-8.9127	-1.3282	1.8677	-0.9381	1.4905	-2.6324	-4.1149	-0.4355	-3.4742	2.2221	1.0226	-0.6158	-4.7744	0.8854	3.5604	4.4490	6.9676	-0.4638	15.2154	-5.0756	2.4490	1.8306	7.4556	4.6302	0.7518	-18.1284	-5.2337	4.2156	-5.3970	-7.7699	-21.1588
0.0230	-0.8415	0.8624	1.0413	-0.3866	-0.5526	-1.8314	-4.0036	1.1146	-0.4746	1.0469	1.4912	-0.3778	3.2948	-0.2755	-1.9166	-1.5467	-0.9383	1.5613	0.6983	-3.0501	2.7263	-1.7005	-3.2178	-1.6469	-7.6969	2.4244	-10.4253	-1.7198	4.4263	-2.2539	0.1097	-1.3428	-0.3855	0.0679	9.2440	1.2153	0.5666	1.1102	13.2802	0.2378	10.7786	-17.8421	0.6900	-6.8769	-6.4631	1.2511	-2.2955	2.8203	-7.3461
0.8775	0.4159	0.0548	-0.9306	-3.7556	-0.7485	-0.8561	3.3768	-0.2202	-0.0793	0.5573	-2.0372	-0.7085	-3.7104	1.4692	-0.0806	-1.0989	2.3873	-1.9170	2.8351	-1.3973	-1.0671	-1.8607	-0.7406	1.9226	-0.5828	1.0662	-3.6647	-5.4544	0.9522	0.2369	6.0034	-0.2335	2.3097	-1.8078	2.5300	0.9358	-15.4165	-2.5399	1.8507	1.1151	6.5770	-4.7342	-1.2693	8.4628	-7.0707	1.9974	2.1437	-1.9478	8.2859
-1.8901	1.5175	1.4465	-0.3868	-1.3092	1.8055	-0.7931	-2.8607	1.4470	-1.9750	-0.8818	2.7814	-4.8362	9.0018	-1.6315	3.2825	0.3310	-2.0022	-9.7511	-3.9401	0.5773	-0.5892	-1.7267	-0.3780	0.4307	1.4885	-6.4091	-0.4146	21.7785	-0.9271	-0.5980	-17.7560	2.4644	3.2677	-6.8111	-4.2215	-2.5477	12.0743	-9.3162	4.0594	-6.1282	-1.1270	2.4321	1.4916	-2.2792	0.7418	-4.8338	-2.7060	-15.1158	-4.3868
3.3999	-0.4212	1.2308	0.9921	-1.0743	0.9770	-3.4551	-3.7778	0.8570	-0.1776	-0.9789	0.1243	2.7646	6.4406	-0.1608	-1.4984	-0.4981	0.9472	-3.7117	1.9590	-0.2502	0.1528	-0.8770	-1.5788	1.2751	-3.6097	0.5210	-6.0991	5.2873	-1.1587	-0.2212	-2.7211	-1.4556	0.6357	3.5920	4.7816	-2.1326	-5.1175	-5.1293	8.8101	-3.7082	6.7063	-12.9233	1.9548	1.6877	-1.7465	3.2726	0.5315	-8.0677	0.4300
0.0336	2.1815	-0.1864	0.8045	3.3751	-0.0383	-0.4909	0.8928	-1.3511	2.0166	0.4339	1.6116	2.5228	-2.3865	-1.4345	-0.5798	1.3947	-3.0395	2.7153	-7.8421	3.7244	1.0031	-1.4276	1.0961	-3.0146	4.5343	-0.0198	1.4729	6.1700	-2.0837	4.0473	-14.5886	-0.2911	-3.6280	4.0452	-3.5393	-1.5008	9.3073	4.0282	-5.3685	-0.6197	-13.1876	15.8195	-2.1198	0.9089	6.9237	6.0457	-3.7544	1.5875	0.0441
0.1814	-0.6320	0.1004	-0.6638	-2.2810	0.6172	0.5976	0.6530	-1.7542	2.7452	0.8921	1.4723	-0.8021	0.0013	0.2962	-2.9411	1.5794	-0.0470	2.0153	1.4673	2.2598	0.6492	0.2973	-4.9501	0.0127	9.8698	3.1160	8.3324	4.8572	-0.1345	1.3556	-6.6952	0.1083	-3.9356	-1.4817	-6.8475	4.3065	-0.6422	5.3101	-1.6177	3.3884	-15.6473	3.6410	-1.2019	11.2049	6.3766	-1.0958	1.3902	12.1191	16.7719
-0.2121	-0.3528	0.5067	-0.3622	-1.5406	-1.3975	1.6818	-0.3067	0.1349	0.8727	-0.9515	-0.9165	0.8540	1.0501	-1.0630	1.8879	-0.1204	-0.0687	-3.1657	-0.0922	-0.8546	-1.9923	0.8031	-1.8126	-1.1070	1.1401	-2.3809	1.3519	0.2338	1.8189	-0.6697	0.5046	0.3081	1.2027	3.6927	-2.9776	-1.4526	2.5213	-2.2606	-0.6483	0.7528	-1.4237	1.6149	-3.2013	-2.8784	1.3241	0.6784	-1.8522	-5.1842	-3.8007
-0.2591	0.3941	-0.6098	0.8893	-0.6305	-0.1631	-1.2845	0.0782	-1.1802	-0.5272	-0.2094	-0.3966	-0.5620	1.4315	0.3618	0.3225	1.3363	1.2690	-1.6419	0.2138	0.9658	-0.3159	0.0241	-0.5983	0.0926	1.9093	0.2321	-0.5068	3.3019	-1.6610	-1.9065	-2.4232	-3.0649	-3.8165	0.1927	-2.7563	-0.4130	-7.5237	-0.6332	-2.3959	1.3061	-8.0923	3.4383	-0.3691	13.2137	4.6119	-3.2534	-0.2634	-2.1420	12.9186
